customer_number,campaign_period_sales,historical_sales_volume,date_of_first_purchase,number_of_prior_year_transactions,do_not_direct_mail_solicit,do_not_email,do_not_telemarket,repurchase_method,last_transaction_channel,desk,executive_chair,standard_chair,monitor,printer,computer,insurance,toner,office_supplies,number_of_employees,language,num_emp,cp_sales,years_as_customer,hist_sales_bin,hist_years_as_customer_bin,hist_transactions_bin,repurchase_method_AUTO RENEW,repurchase_method_NOTICE,repurchase_method_PAYMENT PLAN,last_transaction_channel_AUTO RENEW,last_transaction_channel_BILLING,last_transaction_channel_BRANCH (PHONE),last_transaction_channel_BRANCH (POS),last_transaction_channel_IT,last_transaction_channel_MAIL,last_transaction_channel_NONE,last_transaction_channel_PHONE,last_transaction_channel_WEB,num_emp_avg_3,num_emp_avg_8,num_emp_avg_25,num_emp_avg_75,num_emp_avg_300,num_emp_avg_500,sale_1319.313_to_155862.72,sale_155862.72_to_303035.2,sale_303035.2_to_517717.2,sale_517717.26_to_929078.857,sale_929078.857_to_34412125.8,Years_0-10,Years_11-20,Years_21-30,Years_30-40,Years_40-50,Years_50+,Transactions_0-5,Transactions_6-10,Transactions_11-15,Transactions_16-20,Transactions_21-25,Transactions_25+,probs,success_pred
483018,0.0,459523.67999999993,1986-07-15,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,33,sale_303035.2_to_517717.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7877590512456912,0
488200,621.8000000000002,790929.6000000002,1974-07-01,24,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,101-500,English,300,1,45,sale_517717.26_to_929078.857,40-50,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.19636434886129395,1
489757,0.0,142550.81904761904,2013-08-30,13,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,6,sale_1319.313_to_155862.72,0-10,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7701175616065414,0
491442,0.0,287335.36,1982-08-01,17,0.0,0.0,0.0,NOTICE,NONE,1,0,0,0,0,0,0,0,1,1-5,English,3,0,37,sale_155862.72_to_303035.2,30-40,16-20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7819871686125723,0
500723,0.0,231278.4,1990-05-01,9,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_155862.72_to_303035.2,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.866489227494801,0
501379,0.0,238402.56,1991-01-01,17,0.0,0.0,0.0,NOTICE,WEB,1,0,0,0,0,0,0,0,1,11-50,English,25,0,28,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7432369053750479,0
502922,159.904,240495.616,1992-01-01,16,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,1,0,1,1-5,English,3,1,27,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7595653550681977,0
505260,321.5333333333333,360760.4,1992-09-01,11,1.0,1.0,1.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,11-50,English,25,1,27,sale_303035.2_to_517717.2,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7891044545542802,0
505881,0.0,92325.0,1987-12-01,1,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,32,sale_1319.313_to_155862.72,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8480503688941046,0
508609,0.0,291845.5466666667,1992-02-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,27,sale_155862.72_to_303035.2,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7781469970932029,0
513593,689.4666666666667,2275240.0,2016-08-16,22,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,101-500,English,300,1,3,sale_929078.857_to_34412125.8,0-10,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7820330293067057,0
515003,180.9142857142857,290367.4285714286,1972-12-15,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,47,sale_155862.72_to_303035.2,40-50,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.21227063228288645,1
515885,0.0,486963.3600000001,1982-10-01,18,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,1,0,1,51-100,English,75,0,37,sale_303035.2_to_517717.2,30-40,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7440464358026962,0
517569,0.0,1561308.4031999996,1991-10-15,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,1,11-50,English,25,0,28,sale_929078.857_to_34412125.8,21-30,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8184311561557857,0
522869,211.13333333333333,452247.6,1983-09-01,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,1,0,1,0,1,1-5,English,3,1,36,sale_303035.2_to_517717.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.636119417626291,0
525403,327.23809523809524,36650.66666666666,2007-06-29,8,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,1,0,6-10,English,8,1,12,sale_1319.313_to_155862.72,11-20,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7257609667668773,0
525537,2099.5,680238.0,1975-11-01,6,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,0,NONE,NONE,8,1,44,sale_517717.26_to_929078.857,40-50,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.20660107213545986,1
530705,261.92380952380955,766389.0666666669,1993-11-15,22,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,1,1,6-10,English,8,1,26,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8175229598828326,0
533054,0.0,1203408.0,1985-03-01,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,34,sale_929078.857_to_34412125.8,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.8546096686929439,0
533623,2832.666666666666,232278.66666666663,1994-04-15,34,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,1,1,0,0,0,0,0,NONE,NONE,8,1,25,sale_155862.72_to_303035.2,21-30,25+,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.08975939273025169,1
538234,0.0,244613.6,1990-05-01,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7756125843375593,0
544783,643.4566666666667,1415604.666666667,1994-02-15,20,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,1,1,51-100,English,75,1,25,sale_929078.857_to_34412125.8,21-30,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.8160011904003643,0
547834,0.0,542792.0,1991-04-01,8,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,51-100,NONE,75,0,28,sale_517717.26_to_929078.857,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8505032127098419,0
547914,235.86666666666667,96233.60000000002,1981-04-01,17,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,38,sale_1319.313_to_155862.72,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7413204932530688,0
548844,0.0,2683729.416666666,1991-09-15,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,101-500,English,300,0,28,sale_929078.857_to_34412125.8,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.7621167663319118,0
552441,0.0,483258.5142857143,1995-12-15,8,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_303035.2_to_517717.2,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8668709017757067,0
554226,0.0,409633.7142857143,1983-07-15,18,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,36,sale_303035.2_to_517717.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7877590512456912,0
554977,0.0,1760491.2000000004,1985-03-01,24,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,101-500,English,300,0,34,sale_929078.857_to_34412125.8,30-40,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8269206467184321,0
559402,0.0,141313.2190476191,1996-02-15,5,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_1319.313_to_155862.72,21-30,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8774556535975615,0
560626,3455.5,653089.5,1979-12-16,3,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,40,sale_517717.26_to_929078.857,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8966115939514137,0
577927,297.67619047619047,253322.4380952381,1980-12-15,23,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,39,sale_155862.72_to_303035.2,30-40,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.768639774457725,0
580760,0.0,106833.28,1990-11-01,6,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,29,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8340966410916284,0
580809,0.0,101160.2176,1997-03-15,8,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,1,1-5,English,3,0,22,sale_1319.313_to_155862.72,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8026186224630512,0
583531,188.11428571428573,485334.85714285716,1975-08-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,44,sale_303035.2_to_517717.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.20036382444167156,1
588242,0.0,1223666.88,1996-02-15,19,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_929078.857_to_34412125.8,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.8501140314979951,0
590600,0.0,817190.8800000001,1996-06-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,Italian,25,0,23,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267057015315719,0
591403,0.0,563805.1466666667,1979-11-15,22,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,1,1,6-10,English,8,0,40,sale_517717.26_to_929078.857,30-40,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7635448617547289,0
596674,0.0,3305316.8000000007,1992-10-01,12,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,500+,English,500,0,27,sale_929078.857_to_34412125.8,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.890808780952757,0
598464,0.0,544643.7333333334,1992-02-01,20,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,27,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8246009767892372,0
599293,265.81666666666666,50505.16666666666,1989-01-01,5,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,1-5,NONE,3,1,30,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8549103599479101,0
600098,0.0,253409.9333333333,1988-07-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,31,sale_155862.72_to_303035.2,30-40,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.768639774457725,0
600423,0.0,493349.6,2007-07-10,24,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,1,51-100,English,75,0,12,sale_303035.2_to_517717.2,11-20,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7806607252194385,0
610062,218.14,317611.84,1993-08-01,14,0.0,0.0,0.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,1,26,sale_303035.2_to_517717.2,21-30,11-15,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7513933808018051,0
610331,0.0,230601.6,1989-07-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,30,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7756125843375593,0
613173,0.0,182160.0,1991-08-01,12,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,28,sale_155862.72_to_303035.2,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8082150466136734,0
617633,3529.2833333333338,359986.9,2017-06-04,24,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,2,sale_303035.2_to_517717.2,0-10,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6457512656900293,0
617710,0.0,477741.33333333343,1996-01-01,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.796688425074132,0
618112,272.5714285714286,372060.00000000006,2000-09-29,13,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,19,sale_303035.2_to_517717.2,11-20,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8104710653820282,0
623968,4306.9000000000015,1266228.6,1994-04-01,43,0.0,1.0,0.0,AUTO RENEW,PHONE,1,1,1,1,0,0,0,0,0,NONE,NONE,8,1,25,sale_929078.857_to_34412125.8,21-30,25+,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.12574150574551657,1
626325,0.0,62081.36,1986-02-15,22,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,33,sale_1319.313_to_155862.72,30-40,21-25,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7201735895893455,0
634463,2695.6666666666665,2992189.9999999995,1991-04-15,10,1.0,1.0,1.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,1,0,0,NONE,NONE,8,1,28,sale_929078.857_to_34412125.8,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.8546852514306482,0
652288,0.0,246031.9085714286,2005-06-09,20,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,1,0,1,6-10,English,8,0,14,sale_155862.72_to_303035.2,11-20,16-20,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6889276854569207,0
655178,0.0,64707.41333333332,1953-02-15,13,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,0,66,sale_1319.313_to_155862.72,50+,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.13946645589736673,1
657664,341.56571428571436,145848.56000000006,2004-08-19,7,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,1,15,sale_1319.313_to_155862.72,11-20,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7992957172513642,0
659887,256.1523809523809,369884.03809523815,1972-04-01,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,1,6-10,English,8,1,47,sale_303035.2_to_517717.2,40-50,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.20036382444167156,1
660147,0.0,236688.48,1987-12-15,14,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,1,11-50,English,25,0,32,sale_155862.72_to_303035.2,30-40,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7996646175106025,0
660762,0.0,186198.48000000004,1990-12-01,9,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,1,6-10,English,8,0,29,sale_155862.72_to_303035.2,21-30,6-10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8268396844299255,0
664473,372.70133333333337,798326.2559999999,1970-04-15,21,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,11-50,English,25,1,49,sale_517717.26_to_929078.857,40-50,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.19284153376096702,1
678958,0.0,915618.3771428572,2014-06-29,20,0.0,0.0,0.0,AUTO RENEW,PHONE,0,1,0,0,0,0,0,0,1,6-10,English,8,0,5,sale_517717.26_to_929078.857,0-10,16-20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7416733804201945,0
681237,0.0,442626.8000000001,2010-12-03,15,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,9,sale_303035.2_to_517717.2,0-10,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8126926363831015,0
684628,0.0,708728.0571428572,1993-10-01,17,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,26,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8246009767892372,0
685272,0.0,766021.9542857144,1990-08-01,13,0.0,0.0,0.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,29,sale_517717.26_to_929078.857,21-30,11-15,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7838372138006936,0
686055,0.0,2301309.266666666,1988-03-15,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,101-500,English,300,0,31,sale_929078.857_to_34412125.8,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.8248179793727536,0
687498,0.0,2910166.35,1991-10-15,7,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,28,sale_929078.857_to_34412125.8,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.8546852514306482,0
687996,0.0,819689.52,1986-07-01,6,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,1,0,0,0,0,0,0,0,NONE,NONE,8,0,33,sale_517717.26_to_929078.857,30-40,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7941223835376563,0
688068,580.6666666666666,1097460.0,1980-12-25,21,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,1,11-50,English,25,1,39,sale_929078.857_to_34412125.8,30-40,21-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8144168974201196,0
688257,0.0,878075.5000000001,1989-07-01,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,30,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8246009767892372,0
691184,0.0,615984.0,1995-10-15,12,0.0,1.0,0.0,NOTICE,NONE,1,0,0,0,0,0,0,0,1,11-50,English,25,0,24,sale_517717.26_to_929078.857,21-30,11-15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8626254884873926,0
696336,0.0,30805.866666666665,2004-05-17,2,0.0,0.0,0.0,NOTICE,AUTO RENEW,0,0,0,0,0,0,0,0,1,101-500,English,300,0,15,sale_1319.313_to_155862.72,11-20,0-5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8777767012197408,0
697971,0.0,800891.0,2011-04-06,13,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,6-10,English,8,0,8,sale_517717.26_to_929078.857,0-10,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7703773010653725,0
698519,177.16190476190482,66967.20000000001,1975-05-15,18,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,1,44,sale_1319.313_to_155862.72,40-50,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1461913600003938,1
700477,2225.833333333333,2653193.333333333,1993-11-15,8,1.0,1.0,1.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,26,sale_929078.857_to_34412125.8,21-30,6-10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.8261168905535426,0
